00.000,17.413,50.035,69.771,81.711,88.935,93.306,95.950
00.000,11.070,48.414,68.164,80.104,87.328,91.699,94.343
00.000,08.232,46.854,66.719,78.658,85.884,90.254,92.898
00.000,05.254,45.357,65.324,77.246,84.489,88.859,91.504
00.000,05.069,25.045,64.083,76.006,83.248,87.618,90.262
00.000,07.636,25.652,60.203,74.396,81.873,86.243,88.887
00.000,13.753,24.017,60.384,73.700,81.961,86.331,88.975
00.000,12.946,23.264,59.173,72.131,80.453,84.823,87.468
00.000,04.661,22.725,57.998,70.679,79.104,83.475,86.119
00.000,-01.92,22.316,56.843,69.318,77.803,82.174,84.818
00.000,-01.83,-02.58,55.772,68.192,76.645,81.016,83.660
00.000,-01.68,-02.58,53.080,66.872,75.362,79.733,82.377
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,09.353,45.788,65.654,77.592,84.818,89.189,91.833
00.000,08.650,44.557,65.357,77.281,84.521,88.892,91.536
00.000,04.162,43.419,64.223,76.007,83.388,87.758,90.402
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,07.581,43.662,60.824,71.240,80.664,85.034,87.679
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,09.956,21.659,58.404,69.022,78.039,82.409,85.053
00.000,-01.29,22.787,57.396,68.333,77.826,82.197,84.841
00.000,-02.73,23.422,56.282,67.549,76.775,81.145,83.790
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.66,-02.58,53.775,65.161,74.235,78.605,81.250
00.000,04.062,45.045,69.793,80.271,86.159,89.719,91.873
00.000,04.667,44.379,67.858,78.960,84.982,88.624,90.828
00.000,06.693,42.362,65.452,76.790,82.927,86.636,89.278
00.000,05.772,42.201,64.469,74.472,81.922,86.543,89.186
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,07.974,44.776,61.954,72.378,78.407,83.755,86.480
00.000,11.289,43.264,62.118,72.634,79.266,83.049,86.436
00.000,08.576,40.029,60.841,71.431,78.079,82.050,85.238
00.000,-02.46,36.458,58.495,69.308,75.849,80.153,83.192
00.000,-03.54,34.403,57.215,68.280,74.816,80.018,82.705
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.66,-02.58,54.816,66.222,72.455,77.492,80.136
00.000,02.954,49.782,69.965,79.786,85.671,89.231,91.385
00.000,07.212,50.913,69.135,79.754,85.654,89.223,91.383
00.000,06.604,51.359,67.674,78.369,84.313,87.897,90.106
00.000,06.033,49.300,65.521,75.363,82.066,85.751,88.000
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
