00.000,20.376,64.366,84.053,92.863,96.806,98.571
00.000,19.586,62.293,82.435,91.256,95.200,96.964
00.000,19.015,60.386,80.896,89.809,93.755,95.519
00.000,14.957,53.730,78.654,88.388,92.360,94.125
00.000,14.512,52.751,77.429,87.147,91.119,92.883
00.000,-02.80,51.667,76.072,85.773,89.744,91.508
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,17.369,55.816,79.831,88.743,92.689,94.454
00.000,18.498,54.887,78.771,88.423,92.393,94.157
00.000,19.524,54.012,70.644,87.077,91.259,93.023
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-02.93,50.713,74.879,84.564,88.535,90.299
00.000,32.526,60.333,75.938,87.892,91.852,93.616
00.000,19.736,58.144,75.290,87.390,91.351,93.116
00.000,30.135,55.868,73.597,86.019,90.101,91.865
00.000,20.203,54.880,70.738,84.920,90.039,91.803
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-03.20,49.772,73.701,83.371,87.341,89.106
00.000,33.545,58.283,74.794,86.720,90.681,92.446
00.000,36.142,59.185,74.897,87.233,91.204,92.968
00.000,34.601,57.920,73.757,85.915,89.982,91.747
00.000,15.856,55.747,71.487,83.675,87.919,89.684
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-03.61,48.842,72.537,82.193,86.163,87.927
00.000,19.782,57.265,73.653,81.295,89.461,91.225
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,32.947,58.062,73.949,85.069,89.906,91.671
00.000,15.171,56.918,72.701,83.782,88.602,90.369
00.000,-04.69,54.851,70.532,81.462,86.322,88.091
00.000,-03.64,36.648,69.853,81.077,85.144,87.106
00.000,09.651,57.284,74.901,82.450,90.134,91.899
00.000,00.702,55.082,72.561,80.098,86.026,89.489
00.000,02.056,56.852,72.807,83.429,88.415,90.350
00.000,04.066,57.049,72.974,83.179,88.529,90.314
00.000,-03.68,55.915,71.709,81.944,87.224,89.007
00.000,-03.52,30.802,70.522,80.816,85.948,87.750
