00.000,01.000,01.990,02.970,03.940,04.901,05.852,06.793,07.726,08.648,09.562,10.466,11.362,12.248,13.125,13.994,14.854,15.706,16.549,17.383,18.209,19.027,19.837,20.639,21.432,22.218,22.996,23.766,24.528,25.283,26.030,26.770,27.502,28.227,28.945,29.655,30.359,31.055,31.745,32.427,33.103,33.772,34.434,35.090,35.739,36.381,37.018,37.647,38.271,38.888,39.499,40.104,40.703,41.296,41.883,42.465,43.040,43.609,44.173,44.732,45.284,45.831,46.373,46.909,47.440,47.966,48.486,49.001,49.511,50.016,50.516,51.011,51.501,51.986,52.466,52.941,53.412,53.878,54.339,54.796,55.248,55.695,56.138,56.577,57.011,57.441,57.867,58.288,58.705,59.118,59.527,59.932,60.332,60.729,61.122,61.510,61.895,62.276,62.654,63.027,63.397,63.763,64.125,64.484,64.839,65.191,65.539,65.883,66.225,66.562,66.897,67.228,67.555,67.880,68.201,68.519,68.834,69.146,69.454,69.760,70.062,70.361,70.658,70.951,71.242,71.529,71.814,72.096,72.375,72.651,72.925,73.195,73.463,73.729,73.991,74.252,74.509,74.764,75.016,75.266,75.513,75.758,76.001,76.241,76.478,76.714,76.946,77.177,77.405,77.631,77.855,78.076,78.296,78.513,78.727,78.940,79.151,79.359,79.566,79.770,79.972
00.000,-00.04,00.649,01.497,02.409,03.333,04.265,05.197,06.125,07.045,07.957,08.860,09.755,10.642,11.519,12.388,13.248,14.099,14.942,15.777,16.603,17.421,18.230,19.032,19.826,20.611,21.389,22.159,22.921,23.676,24.423,25.163,25.895,26.620,27.338,28.049,28.752,29.448,30.138,30.820,31.496,32.165,32.827,33.483,34.132,34.775,35.411,36.041,36.664,37.282,37.893,38.498,39.097,39.690,40.277,40.858,41.433,42.003,42.567,43.125,43.678,44.225,44.767,45.303,45.834,46.359,46.880,47.395,47.905,48.410,48.909,49.404,49.894,50.379,50.859,51.335,51.805,52.271,52.732,53.189,53.641,54.089,54.532,54.970,55.404,55.834,56.260,56.681,57.098,57.511,57.920,58.325,58.726,59.122,59.515,59.904,60.289,60.670,61.047,61.420,61.790,62.156,62.519,62.877,63.232,63.584,63.932,64.277,64.618,64.956,65.290,65.621,65.949,66.273,66.594,66.912,67.227,67.539,67.847,68.153,68.455,68.755,69.051,69.345,69.635,69.923,70.207,70.489,70.768,71.044,71.318,71.589,71.857,72.122,72.385,72.645,72.902,73.157,73.410,73.659,73.907,74.152,74.394,74.634,74.872,75.107,75.340,75.570,75.799,76.024,76.248,76.470,76.689,76.906,77.121,77.334,77.544,77.753,77.959,78.163,78.366
00.000,-00.04,-00.08,00.449,01.169,02.008,02.886,03.788,04.699,05.611,06.518,07.419,08.313,09.198,10.075,10.943,11.803,12.654,13.497,14.332,15.158,15.976,16.785,17.587,18.381,19.166,19.944,20.714,21.477,22.231,22.978,23.718,24.450,25.175,25.893,26.604,27.307,28.004,28.693,29.376,30.051,30.720,31.383,32.038,32.687,33.330,33.966,34.596,35.219,35.837,36.448,37.053,37.652,38.245,38.832,39.413,39.988,40.558,41.122,41.680,42.233,42.780,43.322,43.858,44.389,44.914,45.435,45.950,46.460,46.965,47.465,47.959,48.449,48.934,49.414,49.890,50.360,50.826,51.288,51.744,52.196,52.644,53.087,53.525,53.960,54.389,54.815,55.236,55.654,56.066,56.475,56.880,57.281,57.677,58.070,58.459,58.844,59.225,59.602,59.976,60.345,60.711,61.074,61.432,61.788,62.139,62.487,62.832,63.173,63.511,63.845,64.176,64.504,64.828,65.150,65.468,65.782,66.094,66.403,66.708,67.010,67.310,67.606,67.900,68.190,68.478,68.762,69.044,69.323,69.600,69.873,70.144,70.412,70.677,70.940,71.200,71.458,71.712,71.965,72.215,72.462,72.707,72.949,73.189,73.427,73.662,73.895,74.125,74.354,74.580,74.803,75.025,75.244,75.461,75.676,75.889,76.099,76.308,76.514,76.718,76.921
00.000,-00.04,-00.08,-00.11,00.291,00.898,01.659,02.487,03.359,04.248,05.143,06.037,06.926,07.809,08.684,09.550,10.409,11.260,12.103,12.937,13.763,14.581,15.391,16.192,16.986,17.772,18.550,19.320,20.082,20.837,21.584,22.324,23.056,23.781,24.499,25.209,25.913,26.609,27.298,27.981,28.657,29.326,29.988,30.644,31.293,31.935,32.571,33.201,33.825,34.442,35.053,35.658,36.257,36.850,37.437,38.018,38.594,39.163,39.727,40.285,40.838,41.385,41.927,42.463,42.994,43.520,44.040,44.555,45.065,45.570,46.070,46.565,47.055,47.540,48.020,48.495,48.966,49.432,49.893,50.349,50.802,51.249,51.692,52.131,52.565,52.995,53.420,53.842,54.259,54.672,55.081,55.485,55.886,56.283,56.675,57.064,57.449,57.830,58.207,58.581,58.951,59.317,59.679,60.038,60.393,60.745,61.093,61.437,61.778,62.116,62.451,62.782,63.109,63.434,63.755,64.073,64.388,64.699,65.008,65.313,65.616,65.915,66.212,66.505,66.795,67.083,67.368,67.650,67.929,68.205,68.478,68.749,69.017,69.283,69.545,69.805,70.063,70.318,70.570,70.820,71.067,71.312,71.555,71.795,72.032,72.267,72.500,72.731,72.959,73.185,73.409,73.630,73.849,74.066,74.281,74.494,74.705,74.913,75.119,75.324,75.526
00.000,-00.04,-00.08,-00.11,-00.15,00.159,00.703,01.413,02.209,03.058,03.930,04.811,05.694,06.573,07.446,08.312,09.170,10.020,10.862,11.696,12.522,13.340,14.150,14.951,15.745,16.530,17.308,18.078,18.841,19.595,20.342,21.082,21.814,22.539,23.257,23.968,24.671,25.368,26.057,26.740,27.415,28.084,28.747,29.402,30.051,30.694,31.330,31.960,32.584,33.201,33.812,34.417,35.016,35.609,36.196,36.777,37.352,37.922,38.486,39.044,39.597,40.144,40.686,41.222,41.753,42.278,42.799,43.314,43.824,44.329,44.829,45.323,45.813,46.298,46.779,47.254,47.724,48.190,48.652,49.108,49.560,50.008,50.451,50.889,51.324,51.754,52.179,52.600,53.018,53.431,53.839,54.244,54.645,55.041,55.434,55.823,56.208,56.589,56.966,57.340,57.709,58.075,58.438,58.796,59.152,59.503,59.851,60.196,60.537,60.875,61.209,61.540,61.868,62.192,62.514,62.832,63.146,63.458,63.767,64.072,64.374,64.674,64.970,65.264,65.554,65.842,66.126,66.408,66.687,66.964,67.237,67.508,67.776,68.041,68.304,68.564,68.822,69.076,69.329,69.579,69.826,70.071,70.313,70.553,70.791,71.026,71.259,71.489,71.718,71.944,72.167,72.389,72.608,72.825,73.040,73.253,73.463,73.672,73.878,74.083,74.285
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.047,00.498,01.124,01.855,02.656,03.495,04.352,05.217,06.082,06.944,07.799,08.648,09.489,10.322,11.148,11.965,12.775,13.576,14.370,15.155,15.933,16.703,17.466,18.220,18.967,19.707,20.439,21.164,21.882,22.593,23.296,23.993,24.682,25.365,26.040,26.709,27.372,28.027,28.676,29.319,29.955,30.585,31.208,31.826,32.437,33.042,33.641,34.234,34.821,35.402,35.977,36.547,37.111,37.669,38.222,38.769,39.311,39.847,40.378,40.903,41.424,41.939,42.449,42.954,43.454,43.948,44.438,44.923,45.403,45.879,46.349,46.815,47.276,47.733,48.185,48.633,49.076,49.514,49.949,50.378,50.804,51.225,51.643,52.055,52.464,52.869,53.270,53.666,54.059,54.448,54.833,55.214,55.591,55.965,56.334,56.700,57.063,57.421,57.777,58.128,58.476,58.821,59.162,59.500,59.834,60.165,60.493,60.817,61.139,61.457,61.771,62.083,62.392,62.697,62.999,63.299,63.595,63.889,64.179,64.467,64.751,65.033,65.312,65.589,65.862,66.133,66.401,66.666,66.929,67.189,67.446,67.701,67.954,68.204,68.451,68.696,68.938,69.178,69.416,69.651,69.884,70.114,70.343,70.569,70.792,71.014,71.233,71.450,71.665,71.878,72.088,72.297,72.503,72.707,72.910
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.00,-01.04,-00.52,00.137,00.946,01.821,02.723,03.634,04.545,05.453,06.354,07.247,08.133,09.009,09.878,10.738,11.589,12.432,13.266,14.092,14.910,15.720,16.522,17.315,18.101,18.879,19.649,20.411,21.166,21.913,22.653,23.385,24.110,24.828,25.538,26.242,26.938,27.628,28.310,28.986,29.655,30.317,30.973,31.622,32.264,32.901,33.530,34.154,34.771,35.382,35.987,36.586,37.179,37.766,38.348,38.923,39.492,40.056,40.615,41.167,41.715,42.256,42.792,43.323,43.849,44.369,44.884,45.394,45.899,46.399,46.894,47.384,47.869,48.349,48.824,49.295,49.761,50.222,50.679,51.131,51.578,52.021,52.460,52.894,53.324,53.750,54.171,54.588,55.001,55.410,55.815,56.215,56.612,57.005,57.393,57.778,58.159,58.537,58.910,59.280,59.646,60.008,60.367,60.722,61.074,61.422,61.766,62.108,62.445,62.780,63.111,63.438,63.763,64.084,64.402,64.717,65.029,65.337,65.643,65.945,66.244,66.541,66.834,67.125,67.412,67.697,67.979,68.258,68.534,68.808,69.078,69.346,69.612,69.874,70.135,70.392,70.647,70.899,71.149,71.396,71.641,71.884,72.124,72.361,72.597,72.829,73.060,73.288,73.514,73.738,73.959,74.179,74.396,74.610,74.823,75.034,75.242,75.449,75.653,75.855
00.000,-00.04,-00.17,-00.21,00.251,00.883,01.664,02.503,03.382,04.275,05.172,06.067,06.957,07.840,08.716,09.583,10.442,11.293,12.135,12.970,13.796,14.614,15.423,16.225,17.019,17.804,18.582,19.352,20.114,20.869,21.616,22.356,23.088,23.813,24.531,25.242,25.945,26.642,27.331,28.014,28.689,29.358,30.021,30.676,31.325,31.968,32.604,33.234,33.857,34.475,35.086,35.691,36.290,36.883,37.470,38.051,38.626,39.196,39.760,40.318,40.871,41.418,41.960,42.496,43.027,43.552,44.073,44.588,45.098,45.603,46.103,46.597,47.087,47.572,48.052,48.528,48.998,49.464,49.925,50.382,50.834,51.282,51.725,52.163,52.598,53.027,53.453,53.874,54.291,54.704,55.113,55.518,55.919,56.315,56.708,57.097,57.482,57.863,58.240,58.613,58.983,59.349,59.712,60.070,60.426,60.777,61.125,61.470,61.811,62.149,62.483,62.814,63.142,63.466,63.788,64.106,64.420,64.732,65.041,65.346,65.648,65.948,66.244,66.538,66.828,67.116,67.400,67.682,67.961,68.238,68.511,68.782,69.050,69.315,69.578,69.838,70.095,70.350,70.603,70.853,71.100,71.345,71.587,71.827,72.065,72.300,72.533,72.763,72.992,73.218,73.441,73.663,73.882,74.099,74.314,74.527,74.737,74.946,75.152,75.356,75.559
00.000,-00.04,-00.08,-00.12,-00.16,00.199,00.778,01.537,02.358,03.220,04.095,04.974,05.851,06.724,07.590,08.452,09.309,10.160,11.002,11.836,12.662,13.480,14.289,15.091,15.885,16.670,17.448,18.218,18.981,19.735,20.482,21.222,21.954,22.679,23.397,24.108,24.811,25.508,26.197,26.880,27.555,28.224,28.887,29.542,30.191,30.834,31.470,32.100,32.723,33.341,33.952,34.557,35.156,35.749,36.336,36.917,37.492,38.062,38.626,39.184,39.737,40.284,40.826,41.362,41.893,42.418,42.939,43.454,43.964,44.469,44.969,45.463,45.953,46.438,46.918,47.394,47.864,48.330,48.792,49.248,49.700,50.148,50.591,51.029,51.464,51.893,52.319,52.740,53.158,53.570,53.979,54.384,54.785,55.181,55.574,55.963,56.348,56.729,57.106,57.480,57.849,58.215,58.578,58.936,59.292,59.643,59.991,60.336,60.677,61.015,61.349,61.680,62.008,62.332,62.654,62.972,63.286,63.598,63.907,64.212,64.514,64.814,65.110,65.404,65.694,65.982,66.266,66.548,66.827,67.104,67.377,67.648,67.916,68.181,68.444,68.704,68.962,69.216,69.469,69.719,69.966,70.211,70.453,70.693,70.931,71.166,71.399,71.629,71.858,72.084,72.307,72.529,72.748,72.965,73.180,73.393,73.603,73.812,74.018,74.222,74.425
