00.000,08.403,17.162,25.082,32.246,38.724,44.583,49.882
00.000,06.932,15.555,23.476,30.639,37.118,42.977,48.276
00.000,05.009,14.108,22.031,29.194,35.673,41.532,46.831
00.000,00.868,12.709,20.636,27.800,34.278,40.137,45.436
00.000,-00.17,11.461,19.395,26.558,33.037,38.896,44.195
00.000,-00.36,10.054,18.020,25.183,31.662,37.521,42.820
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,03.944,13.043,20.966,28.129,34.607,40.467,45.765
00.000,-03.07,12.743,20.669,27.832,34.311,40.170,45.469
00.000,-02.41,11.603,19.535,26.698,33.177,39.036,44.335
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,08.794,16.811,23.975,30.453,36.312,41.611
00.000,07.522,14.973,22.024,28.402,34.263,39.802,44.989
00.000,-02.49,13.745,20.884,27.342,33.252,39.148,44.434
00.000,-04.05,11.621,18.861,25.384,32.022,37.880,43.177
00.000,-03.81,10.510,18.376,25.469,31.958,37.816,43.115
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,07.491,15.617,22.781,29.260,35.119,40.417
00.000,03.610,13.832,20.885,27.263,33.110,38.607,43.820
00.000,03.731,13.959,21.021,27.409,33.250,38.754,44.294
00.000,-03.70,12.432,19.763,26.167,32.082,37.583,43.073
00.000,-04.33,06.384,17.620,24.103,30.065,35.570,40.966
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,-00.72,14.438,21.602,28.081,33.940,39.239
00.000,02.620,12.257,19.743,26.121,32.007,37.305,42.607
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,00.180,10.372,19.765,26.180,32.120,37.512,43.000
00.000,-03.45,08.070,18.447,24.947,30.894,36.286,41.711
00.000,-01.44,-01.80,16.177,22.754,28.701,34.083,39.446
00.000,-00.37,-00.72,04.535,21.737,27.735,33.160,38.463
00.000,05.676,13.411,20.802,27.306,33.161,38.460,43.448
00.000,-01.89,11.060,18.435,24.958,30.810,36.108,41.060
00.000,-01.13,08.548,17.566,25.032,30.968,36.342,41.722
00.000,-01.46,01.181,17.810,24.980,31.104,36.474,41.813
00.000,-00.48,-00.84,16.618,23.740,29.828,35.195,40.488
00.000,-00.37,-00.72,00.765,22.536,28.599,33.970,39.207
