00.000,01.000,01.990,02.970,03.940,04.901,05.852
00.000,-00.04,00.649,01.497,02.409,03.333,04.265
00.000,-00.04,-00.08,00.449,01.169,02.008,02.886
00.000,-00.04,-00.08,-00.11,00.291,00.898,01.659
00.000,-00.04,-00.08,-00.11,-00.15,00.159,00.703
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.047
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.00,-01.04,-00.52,00.137,00.946,01.821
00.000,-00.04,-00.17,-00.21,00.251,00.883,01.664
00.000,-00.04,-00.08,-00.12,-00.16,00.199,00.778
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,-00.23
00.000,01.000,01.887,02.765,03.634,04.492,05.342
00.000,-00.04,00.752,01.528,02.353,03.183,04.020
00.000,-01.00,-01.04,-00.34,00.332,01.108,01.903
00.000,-00.04,-00.17,-00.22,-00.19,00.233,00.956
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.034
00.000,-00.04,00.847,01.715,02.574,03.424,04.266
00.000,01.000,01.784,02.571,03.349,04.127,04.902
00.000,-00.04,00.752,01.447,02.217,02.976,03.745
00.000,-01.00,-01.04,-00.34,00.267,01.001,01.739
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,00.142,00.655
00.000,-00.04,00.744,01.602,02.459,03.309,04.150
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,01.000,01.784,02.571,03.341,04.104,04.858
00.000,-00.04,00.752,01.447,02.216,02.962,03.713
00.000,-01.00,-01.04,-00.41,00.236,00.984,01.722
00.000,-00.04,-00.08,-00.11,00.270,00.842,01.517
00.000,01.000,01.887,02.755,03.613,04.463,05.304
00.000,-01.00,-00.40,00.414,01.264,02.112,02.953
00.000,-00.04,00.847,01.633,02.405,03.160,03.907
00.000,01.000,01.784,02.561,03.322,04.075,04.820
00.000,-00.04,00.649,01.334,02.079,02.820,03.564
00.000,-00.04,-00.08,00.458,01.050,01.737,02.449
