00.000,05.353,42.738,65.356,79.040,87.319,92.328,95.358,97.192,98.301,98.972,99.378,99.624,99.772,99.862
00.000,04.123,41.121,63.749,77.434,85.713,90.721,93.752,95.585,96.694,97.365,97.771,98.017,98.166,98.256
00.000,-04.75,39.588,62.301,75.989,84.268,89.277,92.307,94.140,95.250,95.921,96.327,96.572,96.721,96.811
00.000,-04.81,29.596,60.874,74.594,82.873,87.882,90.912,92.746,93.855,94.526,94.932,95.178,95.326,95.416
00.000,-02.81,30.574,47.849,73.353,81.632,86.641,89.671,91.504,92.614,93.285,93.691,93.936,94.085,94.175
00.000,-02.85,31.561,48.838,59.779,78.855,85.266,88.296,90.129,91.239,91.910,92.316,92.561,92.710,92.800
00.000,05.116,32.684,49.962,60.863,77.528,85.354,88.384,90.217,91.327,91.998,92.404,92.649,92.798,92.888
00.000,03.207,31.413,48.700,59.656,75.216,83.846,86.876,88.710,89.819,90.490,90.896,91.141,91.290,91.380
00.000,01.823,30.295,47.658,58.509,73.835,82.497,85.527,87.361,88.470,89.141,89.547,89.793,89.941,90.031
00.000,-06.34,29.218,46.690,57.417,72.575,81.196,84.226,86.060,87.169,87.840,88.246,88.492,88.640,88.730
00.000,-06.25,13.767,45.734,56.450,71.461,80.038,83.068,84.902,86.011,86.682,87.088,87.334,87.482,87.572
00.000,-05.26,14.267,41.824,55.385,64.000,78.755,81.786,83.619,84.728,85.399,85.805,86.051,86.200,86.290
00.000,-00.10,19.427,42.688,56.999,65.135,78.013,81.955,83.788,84.898,85.569,85.975,86.220,86.369,86.459
00.000,-05.88,18.646,41.396,55.921,63.961,75.875,80.538,82.372,83.481,84.152,84.558,84.804,84.952,85.042
00.000,-05.23,17.095,40.367,54.945,62.857,73.909,79.278,81.112,82.221,82.892,83.298,83.543,83.692,83.782
00.000,-05.69,19.843,41.336,55.131,62.670,67.277,78.063,79.897,81.006,81.677,82.083,82.329,82.477,82.567
00.000,04.914,20.509,42.390,56.249,63.772,68.381,71.181,78.816,79.925,80.596,81.002,81.247,81.396,81.486
00.000,05.165,21.078,43.336,57.256,64.770,69.385,72.184,73.908,78.425,79.398,79.804,80.050,80.199,80.288
00.000,06.211,21.806,44.411,58.295,65.858,70.461,73.262,74.977,78.872,79.975,80.385,80.631,80.780,80.869
00.000,-08.41,20.957,42.741,57.115,64.638,69.272,72.070,73.792,77.373,78.637,79.048,79.293,79.442,79.532
00.000,-08.25,24.869,43.917,55.646,63.500,68.155,70.950,72.667,75.994,77.452,77.865,78.110,78.259,78.349
00.000,-05.33,26.412,44.970,56.710,63.840,67.960,70.433,71.933,72.845,76.297,76.725,76.970,77.119,77.209
00.000,-05.17,27.522,46.074,57.830,64.959,69.066,71.535,73.032,73.936,74.480,75.710,75.956,76.105,76.195
00.000,-01.41,28.456,47.061,58.829,65.963,70.068,72.537,74.034,74.938,75.481,75.810,76.009,76.129,76.203
00.000,01.716,29.922,48.184,59.966,67.032,71.152,73.622,75.118,76.022,76.566,76.894,77.093,77.214,77.287
00.000,-05.75,28.650,46.911,58.805,65.842,69.955,72.424,73.920,74.824,75.367,75.696,75.894,76.015,76.088
00.000,-03.12,23.654,45.769,57.074,64.721,68.840,71.306,72.801,73.703,74.245,74.573,74.772,74.892,74.965
00.000,-02.73,24.707,48.894,57.963,65.034,68.780,70.980,72.278,73.047,73.508,73.786,73.953,74.055,74.116
00.000,-02.68,33.740,49.995,59.032,66.155,69.891,72.086,73.380,74.148,74.608,74.885,75.052,75.153,75.214
00.000,-02.31,34.823,50.943,60.003,67.162,70.895,73.089,74.382,75.149,75.609,75.886,76.053,76.154,76.215
00.000,01.830,35.580,51.778,61.431,68.215,71.968,74.168,75.465,76.233,76.694,76.971,77.138,77.239,77.300
00.000,-04.28,34.754,49.876,60.370,67.040,70.780,72.974,74.268,75.035,75.495,75.772,75.939,76.040,76.101
00.000,-03.37,35.621,49.523,58.555,65.918,69.655,71.843,73.144,73.911,74.371,74.648,74.815,74.916,74.977
00.000,-03.72,35.133,48.942,57.745,63.416,68.570,70.764,72.069,72.836,73.296,73.672,73.883,74.010,74.088
00.000,-04.28,34.213,48.019,56.805,62.469,68.495,71.219,72.839,73.814,74.403,74.760,74.976,75.107,75.186
00.000,-04.46,14.808,46.996,55.966,64.814,69.499,72.221,73.840,74.815,75.405,75.762,75.977,76.108,76.187
00.000,-04.26,15.498,48.012,57.800,65.934,70.573,73.304,74.925,75.900,76.490,76.846,77.062,77.193,77.272
00.000,-16.22,15.794,47.637,56.759,64.783,69.382,72.107,73.727,74.701,75.291,75.648,75.863,75.994,76.073
00.000,-15.48,31.223,48.710,57.695,64.355,67.919,70.982,72.610,73.582,74.170,74.526,74.741,74.871,74.950
00.000,-03.47,32.913,49.777,58.754,65.438,68.988,71.067,72.308,73.055,73.507,73.781,73.949,74.051,74.113
00.000,-03.39,34.796,50.870,59.854,66.567,70.110,72.178,73.413,74.157,74.607,74.881,75.047,75.149,75.211
00.000,02.991,35.743,51.843,60.835,67.574,71.112,73.180,74.415,75.158,75.608,75.882,76.049,76.150,76.212
00.000,10.808,36.385,52.623,62.201,68.632,72.191,74.264,75.500,76.244,76.693,76.967,77.134,77.235,77.297
00.000,09.944,36.039,50.861,61.150,67.458,70.997,73.065,74.300,75.044,75.494,75.768,75.935,76.036,76.098
00.000,09.797,35.180,50.009,60.142,66.344,69.866,71.941,73.176,73.920,74.370,74.644,74.811,74.912,74.974
00.000,-02.84,34.346,49.167,59.169,65.280,68.784,70.866,72.101,72.845,73.295,73.569,73.867,74.003,74.084
00.000,-02.83,27.596,48.227,58.208,64.303,67.811,70.571,72.454,73.613,74.318,74.725,74.960,75.099,75.182
00.000,17.462,28.202,46.558,57.144,64.799,69.006,71.562,73.456,74.615,75.320,75.727,75.961,76.100,76.183
00.000,18.153,28.892,47.682,58.671,65.906,70.129,72.684,74.537,75.695,76.402,76.810,77.046,77.185,77.268
00.000,-09.06,28.054,46.411,57.449,64.663,68.878,71.445,73.338,74.502,75.206,75.612,75.847,75.986,76.069
00.000,-11.49,27.319,45.292,56.378,63.545,67.773,70.338,72.221,73.382,74.085,74.490,74.724,74.863,74.946
00.000,-11.23,23.442,44.209,55.346,63.558,67.952,70.486,71.985,72.873,73.404,73.723,73.915,74.031,74.102
