00.000,-00.06,04.838,09.502,13.937,18.155,22.166,25.981,29.608,33.058,36.339
00.000,-01.61,03.618,08.235,12.599,16.745,20.687,24.437,28.008,31.452,34.733
00.000,-01.41,-00.39,07.008,11.330,15.417,19.305,23.002,26.580,30.008,33.288
00.000,-00.31,-00.40,00.164,10.111,14.154,17.997,21.651,25.200,28.617,31.893
00.000,-00.20,-00.38,-00.33,03.625,12.949,16.793,20.447,23.970,27.380,30.653
00.000,-00.19,-00.38,00.592,04.651,08.976,15.339,19.109,22.611,26.011,29.280
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-02.47,04.071,08.337,12.114,15.684,19.080,22.309,25.442,28.942,32.222
00.000,-01.46,-00.13,07.343,11.144,14.773,18.218,21.494,25.233,28.649,31.926
00.000,-00.36,-00.49,06.172,10.102,13.802,17.283,20.593,24.109,27.544,30.780
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.19,-00.36,01.910,05.813,09.565,13.137,17.928,21.417,24.814,28.072
00.000,04.208,08.295,12.235,15.982,19.545,22.934,26.157,29.222,32.136,34.908
00.000,00.144,06.846,10.818,14.570,18.134,21.523,24.747,27.817,30.781,33.604
00.000,-01.78,04.226,08.489,12.265,15.836,19.232,22.461,25.588,28.585,31.449
00.000,-00.80,-00.12,07.260,11.073,14.657,18.063,21.300,24.446,27.471,30.367
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.19,-00.29,03.106,06.903,10.639,14.220,17.529,20.642,23.585,26.881
00.000,02.998,07.148,11.092,14.839,18.403,21.792,25.015,28.079,30.994,33.767
00.000,-00.53,07.244,11.199,14.948,18.512,21.900,25.123,28.189,31.108,33.886
00.000,-02.44,05.710,09.870,13.640,17.215,20.612,23.840,26.913,29.840,32.627
00.000,-03.28,01.985,07.511,11.398,14.986,18.391,21.625,24.704,27.640,30.438
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.19,-00.16,04.172,08.003,11.742,15.309,18.605,21.713,24.653,27.442
00.000,02.101,07.085,11.022,14.766,18.327,21.713,24.933,27.996,30.908,33.678
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.55,04.192,09.769,13.699,17.369,20.828,24.092,27.183,30.115,32.902
00.000,-00.22,03.745,07.716,12.443,16.119,19.580,22.845,25.937,28.870,31.658
00.000,-00.83,01.642,05.633,10.243,13.934,17.405,20.677,23.771,26.706,29.494
00.000,-00.19,00.041,05.224,09.141,12.885,16.406,19.693,22.796,25.734,28.522
00.000,04.205,08.239,12.176,15.920,19.481,22.867,26.088,29.150,32.062,34.832
00.000,-02.63,05.887,09.825,13.569,17.130,20.516,23.736,26.799,29.711,32.481
00.000,-00.36,03.966,08.815,12.579,16.332,19.790,23.055,26.145,29.076,31.861
00.000,01.251,04.959,08.848,12.650,16.449,19.915,23.184,26.277,29.210,31.996
00.000,00.172,03.698,07.491,11.376,15.154,18.630,21.905,25.000,27.935,30.721
00.000,-00.14,02.487,06.259,10.126,13.888,17.389,20.671,23.771,26.707,29.494
