00.000,15.222,30.660,43.286,53.613,62.060
00.000,13.107,29.008,41.679,52.007,60.453
00.000,06.105,27.189,40.235,50.562,59.008
00.000,05.223,25.438,38.840,49.167,57.614
00.000,01.117,24.224,37.599,47.926,56.372
00.000,-00.54,22.879,36.223,46.551,54.997
00.000,00.000,00.000,00.000,00.000,00.000
00.000,04.153,26.124,39.169,49.496,57.943
00.000,04.099,22.715,38.872,49.200,57.646
00.000,03.990,21.261,37.738,48.066,56.512
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.70,21.697,35.015,45.342,53.789
00.000,14.026,27.120,38.507,48.675,57.107
00.000,10.598,25.955,37.525,48.160,56.605
00.000,08.098,23.604,35.631,46.908,55.354
00.000,06.967,22.192,34.763,46.846,55.292
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.80,20.529,33.821,44.148,52.595
00.000,10.500,25.945,37.350,47.460,55.937
00.000,11.254,25.770,37.490,47.607,56.458
00.000,07.681,24.465,36.251,46.409,55.237
00.000,06.542,20.827,34.101,44.373,53.142
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.94,19.375,32.642,42.970,51.416
00.000,06.970,24.806,36.190,46.242,54.717
00.000,00.000,00.000,00.000,00.000,00.000
00.000,09.292,24.172,36.249,46.076,55.162
00.000,08.240,22.745,35.018,44.845,53.871
00.000,-01.23,20.488,32.831,42.608,51.606
00.000,-01.17,18.482,31.915,41.708,50.401
00.000,07.514,25.528,37.295,47.016,55.398
00.000,05.773,23.112,34.938,44.619,52.989
00.000,05.685,22.969,35.100,44.870,53.856
00.000,06.641,22.734,35.239,44.979,53.949
00.000,-01.17,21.436,33.966,43.675,52.628
00.000,-01.16,12.803,32.747,42.431,51.333
