00.000,01.000,01.990,02.970,03.940,04.901,05.852,06.793,07.726,08.648,09.562,10.466,11.362,12.248,13.125,13.994,14.854,15.706,16.549,17.383,18.209,19.027,19.837
00.000,-00.04,00.649,01.497,02.409,03.333,04.265,05.197,06.125,07.045,07.957,08.860,09.755,10.642,11.519,12.388,13.248,14.099,14.942,15.777,16.603,17.421,18.230
00.000,-00.04,-00.08,00.449,01.169,02.008,02.886,03.788,04.699,05.611,06.518,07.419,08.313,09.198,10.075,10.943,11.803,12.654,13.497,14.332,15.158,15.976,16.785
00.000,-00.04,-00.08,-00.11,00.291,00.898,01.659,02.487,03.359,04.248,05.143,06.037,06.926,07.809,08.684,09.550,10.409,11.260,12.103,12.937,13.763,14.581,15.391
00.000,-00.04,-00.08,-00.11,-00.15,00.159,00.703,01.413,02.209,03.058,03.930,04.811,05.694,06.573,07.446,08.312,09.170,10.020,10.862,11.696,12.522,13.340,14.150
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.047,00.498,01.124,01.855,02.656,03.495,04.352,05.217,06.082,06.944,07.799,08.648,09.489,10.322,11.148,11.965,12.775
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.00,-01.04,-00.52,00.137,00.946,01.821,02.723,03.634,04.545,05.453,06.354,07.247,08.133,09.009,09.878,10.738,11.589,12.432,13.266,14.092,14.910,15.720
00.000,-00.04,-00.17,-00.21,00.251,00.883,01.664,02.503,03.382,04.275,05.172,06.067,06.957,07.840,08.716,09.583,10.442,11.293,12.135,12.970,13.796,14.614,15.423
00.000,-00.04,-00.08,-00.12,-00.16,00.199,00.778,01.537,02.358,03.220,04.095,04.974,05.851,06.724,07.590,08.452,09.309,10.160,11.002,11.836,12.662,13.480,14.289
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,-00.23,-00.04,00.345,00.918,01.611,02.383,03.200,04.041,04.892,05.746,06.597,07.443,08.283,09.115,09.940,10.757,11.566
00.000,01.000,01.887,02.765,03.634,04.492,05.342,06.182,07.013,07.835,08.648,09.452,10.248,11.036,11.815,12.586,13.350,14.105,14.852,15.592,16.324,17.049,17.766
00.000,-00.04,00.752,01.528,02.353,03.183,04.020,04.856,05.687,06.512,07.329,08.139,08.941,09.734,10.520,11.298,12.069,12.831,13.586,14.334,15.074,15.806,16.531
00.000,-01.00,-01.04,-00.34,00.332,01.108,01.903,02.719,03.541,04.362,05.179,05.991,06.796,07.593,08.384,09.167,09.942,10.710,11.471,12.224,12.970,13.709,14.440
00.000,-00.04,-00.17,-00.22,-00.19,00.233,00.956,01.716,02.512,03.317,04.125,04.933,05.737,06.536,07.329,08.114,08.893,09.665,10.429,11.187,11.937,12.680,13.416
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,-00.19,00.034,00.486,01.079,01.737,02.425,03.122,03.819,04.513,05.201,05.882,06.558,07.228,07.893,08.552,09.207,09.857,10.503
00.000,-00.04,00.847,01.715,02.574,03.424,04.266,05.098,05.923,06.739,07.546,08.346,09.138,09.922,10.697,11.466,12.226,12.979,13.724,14.462,15.192,15.915,16.631
00.000,01.000,01.784,02.571,03.349,04.127,04.902,05.676,06.447,07.215,07.980,08.741,09.498,10.251,10.999,11.742,12.480,13.213,13.940,14.662,15.377,16.087,16.791
00.000,-00.04,00.752,01.447,02.217,02.976,03.745,04.512,05.279,06.044,06.807,07.566,08.321,09.071,09.817,10.559,11.295,12.026,12.752,13.472,14.187,14.895,15.599
00.000,-01.00,-01.04,-00.34,00.267,01.001,01.739,02.483,03.222,03.956,04.702,05.458,06.211,06.959,07.703,08.443,09.178,09.908,10.632,11.351,12.065,12.773,13.476
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.04,-00.08,-00.11,-00.15,00.142,00.655,01.291,01.974,02.678,03.386,04.092,04.793,05.489,06.178,06.861,07.537,08.209,08.875,09.537,10.195,10.848,11.497
00.000,-00.04,00.744,01.602,02.459,03.309,04.150,04.982,05.807,06.623,07.431,08.231,09.023,09.807,10.583,11.351,12.112,12.865,13.610,14.348,15.079,15.802,16.519
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,01.000,01.784,02.571,03.341,04.104,04.858,05.605,06.346,07.081,07.810,08.534,09.253,09.969,10.681,11.390,12.095,12.796,13.493,14.186,14.874,15.558,16.238
00.000,-00.04,00.752,01.447,02.216,02.962,03.713,04.457,05.195,05.927,06.653,07.376,08.094,08.808,09.518,10.224,10.927,11.625,12.320,13.010,13.696,14.378,15.055
00.000,-01.00,-01.04,-00.41,00.236,00.984,01.722,02.464,03.199,03.929,04.653,05.371,06.084,06.793,07.497,08.198,08.895,09.587,10.276,10.961,11.642,12.318,12.990
00.000,-00.04,-00.08,-00.11,00.270,00.842,01.517,02.220,02.939,03.657,04.371,05.080,05.782,06.479,07.168,07.852,08.531,09.205,09.874,10.538,11.199,11.855,12.506
00.000,01.000,01.887,02.755,03.613,04.463,05.304,06.137,06.961,07.777,08.585,09.385,10.177,10.961,11.737,12.505,13.266,14.019,14.765,15.503,16.233,16.957,17.673
00.000,-01.00,-00.40,00.414,01.264,02.112,02.953,03.785,04.610,05.426,06.234,07.034,07.826,08.610,09.386,10.154,10.915,11.668,12.413,13.151,13.882,14.605,15.322
00.000,-00.04,00.847,01.633,02.405,03.160,03.907,04.645,05.376,06.099,06.816,07.527,08.250,08.968,09.681,10.391,11.096,11.797,12.494,13.186,13.874,14.558,15.237
00.000,01.000,01.784,02.561,03.322,04.075,04.820,05.557,06.286,07.009,07.725,08.433,09.135,09.832,10.524,11.211,11.893,12.571,13.244,13.913,14.577,15.237,15.892
00.000,-00.04,00.649,01.334,02.079,02.820,03.564,04.300,05.031,05.754,06.470,07.179,07.881,08.578,09.269,09.955,10.636,11.313,11.985,12.653,13.317,13.976,14.631
00.000,-00.04,-00.08,00.458,01.050,01.737,02.449,03.175,03.900,04.621,05.336,06.045,06.747,07.443,08.132,08.815,09.494,10.168,10.838,11.503,12.163,12.820,13.472
